,Smell_Word,Smell_Source,Quality,Odour_Carrier,Evoked_Odorant,Location,Perceiver,Time,Circumstances,Effect
1544,scent|smelled|scent,of anyone,natural,,,,I|you,,,
1545,stink|smell,it|of death,eternal,,,,you,every|now,,
1546,smell,of her attacker ' s burning body,,,,,,,,
1547,sniff,people,,,,in forbidden places,,,,
1548,smell,,cold,,,,he,,,
1549,scent,their,,,,,,,,
1550,smell,the|the wind|wind,,the|the wind|wind,,,he,,,
1551,scent,of people,fresh,,,from that direction,,,,
1552,scent,,strong,,,,,,,
1553,stank,with trash,,,,The alley,,,,
1554,scent,his,,,,,,,,
1555,smell,,,,,,The Deities,,,
1556,smell,,burnt,,,,,,,
1557,smelled,,happy|calm,,,,you|you|to them,,,
1558,scent,your,,,,,the,,,
1559,aroma,of the burned leaves,,the shirt,,,He|him,,,
1560,scent,,nice,the air,,,he,,,
1561,scent,of those burnt leaves,,,,,he,,,
1562,smelt|stench,,the least,,,The room|in the corridor,him,,,more sick and chocked
1563,scent,,,,,,his,,,
1564,scent,his,,,,,,,,
1565,sniffing,it,,,,,It,,,
1566,scenting,,,the air,,,,,,
1567,smell,you,,,,,I,when,,
1568,smell|nostrils|sniffing,you|Stiles,antisocial,,,,' s,,,
1569,scent,,natural,on,,,you,,,
1570,scent,,,,,the facility,He,,,
1571,smell,he,,,like earth or the woods,,,,,
1572,scent|smell,,rainforest,,,,you,,,
1573,smell,of fire,,,,,,,,
1574,smelled|scent,',,,,,He,,,let himself melt into the
1575,stinks,It,,,,in here,,,,
1576,smelling,feelings,calming,,,,,,,
1577,smell,you|of|tension,,,,,,at any given moment,,
1578,scent,,,,,,the horses|the|the Boar,,,that attracts the|the
1579,sniff,of the liquid,,,,,,,,to make him want to puke
1580,scent,,,,,,he,,,
1581,smelled,he,,,,,the Deputies,,,
1582,stench,,as effective,,as skunks ' spray,,,for,,
1583,aroma,,very,,,,,,,
1584,smell,you,,,like that,,,,,
1585,smell|smell,,,,,,,,,
1586,stench,,heavier|almost to an unbearable extent,,,,they,,,
1587,smell,,,,,,they|they,,,
1588,smelly|smelly|stench,,smelly|smelly|other,,,,he|the pack,,,
1589,smell,Scott ' s,,,,,I,since I came,,
1590,scent marks,,,,,,,,,
1591,scent|reeking,of sweat|of blood|fallen|of,,,,the woods,,,,
1592,smell,its,,,,,,,,
1593,smell,Your emotions,,,like shit,,,,,
1594,stinky|stinky,,stinky|stinky,,,,,,,
1595,scent,,,,,at Deaton ' s clinic,,,,
1596,scent,Mother ' s,,,,,he|his,during that period,,
1597,sniff|stinky|stinky,,stinky|stinky,,,,,,,
1598,smell,of Derek cooking,,,,downstairs,he|he,,,
1599,scent,"of stressed , terrified Betas",,the air,,in the downtown,their Alpha,,,
1600,smells,,,,,in the room,,,,gave him a serious headache
1601,smelled,she,,,she,,,,,
1602,smell,,distinct,,,,,,,
1603,smell,it,,,,,I,,,
1604,stench,,terrible,,,,,,,
1605,Smelling,,worse,,than a man,,,,,
1606,stank,Irony,,,,,,,,
1607,smelled,you,worse,,than,,,,,
1608,scent,of blood,,,,,',,,washing away the momentary freshness with a familiar ache
1609,smelling,it,,,,,him,,,
1610,scent,of the dry strains,,,,,he,,,
1611,smells,,other|as terrible,,like that of his own sweat,,he,,when they used Derek ' s car,
1612,sniffing,,,the air,,,he,,,
1613,smell,of paper,almost as good,,as fresh air of a forest assembled,,he,,,reached all the way into Stiles ' lungs|did things to his geeky mind
1614,smell,Father ' s,,,,,Stiles|his,,,
1615,scent,,familiar,,,,its,,,
1616,scent,,relatively fresh,,,from the very steps of our old house|there,,,,
1617,smell,his|him,,,,,He,,,
1618,scent,of lust,heavy,,,,him|he,,,
1619,smell,Her|her,terrific,,,,,,,
1620,scent,of his emotions,,,,,,,,
1621,smells,he,,,,,,,,
1622,nose|sniff|scent,their,united,,,,his,,,
1623,smell|proofed,,,them,,,,,,
1624,scent,of my sadness|the salt from the popcorn,,,,,,,,
1625,,,,,,,,,,
1626,,,,,,,,,,
1627,smell|scent,his|exotic spices|earthy,,,,even across the Bond - leather,She,,,
1628,scent,his,earthy,the air,,,,,,
1629,smell,his|his soft hair,earthy|low,,,,,,,sending shivers through her body
1630,smell,the other man ' s sweat,,,,,,,,
1631,smell,the soot|smoke,,,,across the plain,He,,,
1632,smell,Athena,fragrant,the soft breeze,,,in Odysseus ' nostrils,,,
1633,stench,of terrified porcine bodies,,,,the hall,,,,
1634,smell,of him,,,,,,,,
1635,scents|smell,of pine trees|olives|their own bodies|of meat roasting,thick,the breeze,,,,,,
1636,scent,of evergreens,,the air,,,,,,
1637,,,,,,,,,,
1638,smell,of patricide,,,,,him,,,
1639,smelled,she|of clover and beeswax|incense|wood - smoke,,,,,,,,
1640,scent|smell,of flowers|of sweat,heavy|sharp|stinging,,,,Juliet,,,
1641,smells,it,,,like,,Sam,,when an angel burns,
1642,stench,of sulfur,,,,,,,,
1643,scents,their,weak|firm,,,,,,,
1644,smell,Castiel|his aftershave,,,,,,,,
1645,scent,,clear,,,,,,,
1646,stench,Alistair ' s,,,,,,,,
1647,smell,it,,,,,He,sooner|later,,
1648,Felt|smelled|fragrance,my skin|my,,on the sulfuric air,,,,,,
1649,scent,of fear,,on the air,,,,,,
1650,stink,Heaven,,,,,him,,,
1651,stench,Dean ' s,,,,,,,,
1652,stench,his,,,,,you|you,,,makes you|you gag and you choke down vomit
1653,smell,the|you,,,,,,,,
1654,stench,,cloying,,,,his,,,
1655,stench,of blood,,in the air,,,,,,
1656,scent,of smoke,,on the air,,,,,,
1657,smell,the smoke,that bad,,,,,,,
1658,stench,of sulfur|brimstone,,,,,him,,,
1659,scent,of Sam ' s power,,,,,He,,,
1660,smells,someone,,,like gunpowder and sunlight,,,,,
1661,,,,,,,,,,
1662,,,,,,,,,,
1663,stench,a snake bite,,,,,Philoctetes|no one,in,,
1664,,,,,,,,,,
1665,,,,,,,,,,
1666,,,,,,,,,,
1667,,,,,,,,,,
1668,scented,him,,,,,he,,,
1669,fuzziness|fuzziness,,strange|strange,,,,,,,shake off the strange|strange fuzziness|fuzziness that he was suddenly feeling
1670,smell,any gun oil|Wolfsbane|another wolf,,,,,He,,,
1671,smell,about her,odd,,,,you,,,
1672,perfume,she,,,,,,,,
1673,smell,she,,,,,,,,
1674,smelled,She,nice,,,,,,,
1675,smells|smells,It,,,way week old road kill smells|smells,,,,,
1676,smelled,She|she,funny,,,,"Ms Morrell , the French teacher|I",,,
1677,stink|stink,Melissa,stink|stink,,,,,,,
1678,sniffing,at,,,,,Scott,,,
1679,smell,blood|Stiles,,,,,I,,,
1680,scent,Kali|the,,,,,,,,
1681,smell,them,,,,,I,,,made me want to vomit
1682,sniffing,,,,,around the school computers,,,,
1683,smell,They,,,like Hunters,,,,,
1684,smell,three people,,,,,I,,,
1685,smell,The other two,weird|not bad,,,,,,,
1686,reek,they|of|of Ennis,,,of|of,,,within the last week or so,,
1687,smell,them both,bad,,,,,,,
1688,stink,Boyd|Scott|eye,such,,,,,,,that
1689,stench,of emotional trauma|the,,,,,,,,
1690,scent,of Stiles,,,,,he,,,
1691,sniffing,,,,,,,these,,
1692,stink,,so potent,,,,,,,
1693,smell,the flowers,,,,,,,,
1694,reek,of blood and death,,,,,,,,
1695,,,,,,,,,,
1696,,,,,,,,,,
1697,,,,,,,,,,
1698,,,,,,,,,,
1699,reeking,Zeus|of,,,,,,,,
1700,inhale|scent,of her body,,,,,,,,
1701,scent,He,the oddest|earthy|musty,,,,,,,
1702,smell,of sweat,spicy,in the air,,,,,,
1703,scent,his,,,,,,,,
1704,,,,,,,,,,
1705,,,,,,,,,,
1706,,,,,,,,,,
1707,scent,of dead flesh,,a boat,,,,,,
1708,,,,,,,,,,
1709,smelled,,,,like loss of his own,,,,,
1710,stench,of fire,,,,in Beacon Hills,,,,
1711,,,,,,,,,,
1712,smell,of sea salt,,,,,his|he,,,
1713,smells,of clean water|baby ' s skin|mud|grass|sweat,,,,,,at night,when I ' d bathe my baby sons and daughters|when my husband came to embrace me,
1714,,,,,,,,,,
1715,,,,,,,,,,
1716,,,,,,,,,,
1717,,,,,,,,,,
1718,smelled,It,,,of rot and the grave and the,,,,,
1719,smell,I,sweet,,like flower sap,,,now,,
1720,smell,of sweetgrass,,,,,,,,
1721,scent,his worn books|his,,,,,,,,
1722,scent,of vanilla,faint,the door,,,Achilles|him,,,
1723,stifling|stifling,,stifling|stifling,air,,,,,,
1724,stench|smell,of acquaintances ' hesitance|of Patroclus ' cologne,,,,,,,mixing,
1725,breath,,warm,,,,Achilles,,,
1726,scent|nostrils,of his hair|cologne,,,,,Achilles|his|him|him,,,fillings|giving him|him a sense similar
1727,smell,it|it,,,,,He,,,
1728,scent,of vanilla|Patroclus,,,,,,,,
1729,,,,,,,,,,
1730,,,,,,,,,,
1731,scents,of hot apple cider and cinnamon sticks,,the wind,,,,In early autumn,,
1732,smell,of death,,,,,me,,,
1733,scent,,,on his pyjamas,,,,,,
1734,smelled,Patroclus,rather downcast,,,,,all,,
1735,smelled,he,quite content,,like a blade of grass in the sunshine,,,,,
1736,smelled,a cottage pie,delectable,,,,he,,,
1737,aromas,of chicken soup,,in the chill breeze,,,,,,
1738,smelled,he|of me,,,,,I,,,
1739,Smells,,,,like rotting fish,,,,,
1740,smell,,,,,,You,,,
1741,,,,,,,,,,
1742,,,,,,,,,,
1743,smell,any alcohol,,,,,She,,,
1744,,,,,,,,,,
1745,,,,,,,,,,
1746,,,,,,,,,,
1747,,,,,,,,,,
1748,smells,from the materials|the drying mud on,earthy,overhead fluorescent,,The room,,,,
1749,sniffs,,disagreeably,,,,,,,
1750,smell|tang,juniper|juniper|of cleaner|fertilizer,familiar juniper|juniper,,,into the room,,,,
1751,reek,the bulb tray,,,,,,,,
1752,smell,,,hands through the air,,,I,,,
1753,smell,it,,,like gin,,,,,
1754,smell,I,,,like gin and dirt,,,,,
1755,smell,of sweat|deodorant|hairspray,,,,,,,,
1756,reek,the entire|of|of wet|wet dog|dog,,,of|of wet|wet dog|dog,,,,The melting snow,
1757,sniffs,my bulb tray,,,,,he,,,
1758,smells,It,interesting,,like some spice,,,,,
1759,smell,the,sickly|sweet,,,,,,,
1760,smell,Bodies|of coffee breath,sharp,,,,,,,
1761,smell,of the soft bed sheets,,,,,,from this morning,,
1762,scented|scented,,pleasantly scented|scented,,,,,,,
1763,perfume,,Curious|spicy,off the fabric,,,,,,
1764,smell,,warm|inciting,the sheets,,,I,,,
1765,putrid|putrid,,putrid|putrid,,,,,,,
1766,smell,,sour - sweet,,,,around my,,,
1767,stink|stink,,stink|stink,,,,,,,
1768,scent,of caffeine,seductive,The|off the white plastic lids,,,,,,
1769,noxious|noxious,,noxious|noxious,cloud,,,,,,
1770,smells,It,,,like stale sweat,,,,,
1771,smell,tobacco,,,,into the darkest corner,me,,as I wander,
1772,smell,,sickly sweet,,,through the room,,,,
1773,scent,It|of|of,faint|tangy,,of|of the mint plant,,,,,
1774,smell|odor,of burnt coffee,acrid,,,,,,,
1775,,,,,,,,,,
1776,,,,,,,,,,
1777,smell,They,,,like him|coconut soap|cologne,,,,,
1778,,,,,,,,,,
1779,,,,,,,,,,
1780,smell|scent,,warm|spiced|rich earth,,,,,for only a year,,
1781,smelled,Andromache,,,of,,,,when Hektor combed his fingers,
1782,scent,of her home,,,,,Helen,,,
1783,scent -,she|by Greece,,,,,,,,
1784,smell,of that copper - full salt,,,,,Hektor,,,
1785,smells,she,,,like Sparta,In Sparta,,,,
1786,scent,Menelaus,,,,,,,,
1787,smell,it,sea,,,,,,,
1788,smell,of the sea,,in the air,,,Hektor,,,
1789,fumes,Steam,fragrant,the air,,the entire tower,,,,
1790,scent,,,the air,,,He|his|him,,,
1791,,,,,,,,,,
1792,smells,this,,,like a bad decision,,,7 : 55|8 : 00 PM,,
1793,,,,,,,,,,
1794,,,,,,,,,,
1795,,,,,,,,,,
1796,smelled,He,,,like Hades,,,,,
1797,smelled,Hades,good,,,,,,,
1798,cologne,,faint,,,,,,,
1799,smelled,His actual|his body,good,,,,,,,
1800,smelled|fragrance|smelled,He,,,like what|like,,,,,
1801,aroma,,heavenly,,,,I,,,
1802,scent,Your,,,,,,,,
1803,fragrance,You,lovely,,,,,,,
1804,scent,Her,pleasant,,,,me,,as,
1805,smelled,She,amazing,,,,,,,
1806,scent,Her,light|fresh,the air,,in my office,,by this time,,
1807,perfumes|fragrance,,artificial,,,,,,,
1808,smelling,,that good|highly distracting,,,,,,,
1809,smelled,she,good,,,,,,,
1810,scent,her,more muted,,,in my office,,,,
1811,inhaled|fragrance,her,,,,,,,,
1812,scent,of her arousal,stronger,,,,,,,
1813,perfume,her,,,,,I,,,
1814,smell,of it,,the air,,,,,,
1815,smelled,her tears,,,,,I,,,
1816,scent,of her body|her arousal,,,,,,,,
1817,smelling|smelling,her|hair,wonderful smelling|smelling,,,,,,,
1818,scent,Her,,,,,,,,
1819,aroma,of brewing coffee,sweet|sharp,,,,my,,While I ' m busy doing,
1820,fragrant|fragrant,steam,fragrant|fragrant,,,,my,,,
1821,smells,It,,,like coffee and chocolate|a mocha,,,,,
1822,smells,It,really good,,,,,,,
1823,,,,,,,,,,
1824,scent,of rain and cypress,,on his wool coat,,,,,,
1825,smells,She|tobacco,,,,,,,,
1826,smells,cigar smoke|bacon,,,,,She,,,
1827,scent,of rain and cypress and earth,,,,,,,,
1828,scent,of roses|stale coffee,,,,,,,,
1829,scent,her,,,,,Hades,,,which
1830,smells,crudites dips|quiche with mushroom and bacon|empanadas|salad dressing,,,,,,,,
1831,scent,of lilies and roses|freesia|moss|concrete|rain,,,,,,,,
1832,smelling,his books,vaguely,,of ammonia,,,late at night|the next morning,while,
1833,breath|smelling,,hot|sweet,,,,I,,,
1834,smelling,of him,,,,,I|my,,,
1835,smelled,of pine needles|patchouli,strongly,,,The entire place,I,,,
1836,smelled,his sweat,,,,,I,,,
1837,smelling|smelling,grass,sweet|smelling|smelling,,,,,,,
1838,smelling|perfume,of,ladyish peony,,,,The therapist,,,invoke my ire
1839,smelled,it,,a flannel,,out of his closet,,,,
1840,stench,of urine,truly,,,the city|from the greasy,,,,
1841,scented|scented,,scented|scented,,,,,,,
1842,smell,he,better|better,,,,I,,,
1843,smell,dimethyltryptamine|almond oil|Big Red|the back of his neck,,,,,me,in,,
1844,smell,the dirty T - shirts,,,,behind the bathroom door,I,,,
1845,smell,of iron and dirt,,,,,,,,
1846,smell,It,bad,,,,one,,,
1847,smells,Priam|of|of,obnoxiously,,of|of Armani ' s Eau Pour Homme,,,,,
1848,smelled,It|of almonds|earth|sunshine,,,,,,,,
1849,scented,peony|moth - balls,,,,,,,,
1850,,,,,,,,,,
1851,stink,food scraps|it,,,,,he,for some days,,
1852,smell,dirt,,,,,,,,
1853,smelled|smell,this man,,,like he ' d been rolling around in dead bodies,,,,,that could make a crime scene clean up crew gag
1854,smell,anything burnt,,,,,He|he,,,his split - second moment of panic
1855,smell,lamb stew,,,,,Patroclus|he|he,,,
1856,smell,the sandalwood oils,,,,in his bathroom,Patroclus,,,
1857,smelled,it,,,like home,,,,,
1858,smells,food|of the bag ' s contents,,,,,,,,help ease the aggravated look on Achilles ' face
1859,smell,,,,,,I|I,,,
1860,smell,Achilles|Achilles,,,,,Patroclus,,,added to its erratic
1861,scent,the sweet sweat|of his hair,,,,,,,,
1862,smell,of coffee,,,,,I,the next morning,,
1863,smells,It,,,,,,,,
1864,smell,You,,,,,,,,
1865,,,,,,,,,,
1866,smell,the smoke,,,,,Patroclus|everyone|his,,,
1867,,,,,,,,,,
1868,,,,,,,,,,
1869,,,,,,,,,,
1870,,,,,,,,,,
1871,,,,,,,,,,
1872,,,,,,,,,,
1873,,,,,,,,,,
1874,,,,,,,,,,
1875,stench|fervor,of fresh blood,an insomnolent,,,,,,,
1876,scent,of leather|cologne,heavy,,,throughout the small space,,,,
1877,,,,,,,,,,
1878,,,,,,,,,,
1879,,,,,,,,,,
1880,,,,,,,,,,
1881,smell,carrots|onions|beef|turnip|potatoes|some mushrooms,frankly delicious,,,,He,,,
1882,smell|fragrance,their,,,,from the kitchen window,He,,,
1883,aromas,sprigs of greens|their,,,,,,,,
1884,scent,,,,,,,,,that awakens something in him
1885,,,,,,,,,,
1886,,,,,,,,,,
1887,smelled,,,,,,i,,,
1888,smelling,the|the water,,the|the,like jasmines and vanilla,,,,,
1889,,,,,,,,,,
1890,smell,,,,,in the hallway,,,,
1891,smelling,,,,like it,,Patroclus,,in the middle of a crowded event,
1892,smells,The whole vehicle,,,like old running shoes,,Patroclus,,,
1893,smells,Diomedes|Diomedes|it,weird,,,,,,,
1894,whiff,of something clean,,,,,he|he,,,
1895,smell,Achilles ' s,,,,,,,,
1896,fragrance|scented|scented,his pine -|body wash,woodsy|scented|scented,,,,Patroclus,,,
1897,breathe|scent,that,,,,,He,,,
1898,smelled|it,Achilles,,,,,Patroclus|he,until this very moment,,strikes him like a punch to the gut
1899,smell,Achilles ' s,,,,,him,,,
1900,aroma,,fresh|inviting,,,,,,,
1901,smell,,,,,,Patroclus|he,When,,
1902,smell,,far more powerful,,,,,,,
1903,smells,Hector Priamides,,,like a summer breeze,,,,,
1904,smells|sniffing,Hector Priamides|him,,,,,,,,
1905,scent,smoke,,,,,his,in the dark,,
1906,,,,,,,,,,
1907,smell,of hyacinths,sharp,,,,he|his,,,
1908,smells,It,,,like eucalyptus and orange|something like that,,,,,
1909,scented|scented,lavender -|grapefruit,scented|scented,fluffy white towels,,,,,,
1910,smell,of grimes|sweats|blood|the never ending flows of blood,,,,,,,,
1911,scents,of figs and earth,mild,,,,him,,,
1912,smell,the dust and blood,,,,,he,,,
1913,,,,,,,,,,
1914,smell,,sex,her clothes,,into the house,,,,
1915,smell,of food,,,,,Ares and Hephaestus,,,
1916,smell,of food cooking,,,,,,,,brought the fourth and final member of the apartment from
1917,smell,of food,,,,,I,,,
1918,smells,Troy,,,like gasoline and cigarette smoke,,,even|even on good days,even|even,
1919,aromas,of biscuits|papers|shoe polish,,,,from the bakeries|from|all over the streets,,,,
1920,smell,the stale cigarettes|takeaway food,,,,in the taxi,him|he,,,makes
1921,smells|aroma,It,delicious,,,,,,,feels a sudden pang
1922,smell,the drink,,,,,He,,,
1923,,,,,,,,,,
1924,,,,,,,,,,
1925,,,,,,,,,,
1926,Smell,they,,,like you,,he,,,
1927,smelled,of|of sea salt|thick cut grass,faintly,the wind,of|of,on Krypton,,,,
1928,smells|stench,Kara|of|of fear,unmistakable,,of|of,,,,,
1929,smell|stench,of vanilla pipe tobacco|of old whiskey,strong,,,,Her senses,,,
1930,smell,,heavy Earthy,,,,She,,,chases away the warmth
1931,smells,of the sweet fruits,,,,,,,when they ripen,
1932,smell,of the dirt|the golden rays of the sun,rich,,,,,on her darkest days,,to make Kara ' s entire being burst with happiness
1933,scent,her,godly,,,,Kara,,,
1934,smells,She|of|of divine secrets|deep earth,strongly,,of|of,,,,,
1935,smell,of ash,faint,in the air,,On Krypton,,,,
1936,smell,of his musky cologne,,,,,,,,
1937,smell,of Earth,,,,,,,,
1938,It,,faint|unmistakable,,,,,at first,,
1939,sniffing,,,,,,,,,smiles away the feelings
1940,smell,Lena|of Earth|the faint,musky,,,,,,,Kara ' s lungs to capacity
1941,smells|stench,the bottle|of|of something decidedly,unmistakable sour,,of|of,on the table by,,,,
1942,smell,pine|oak|oak,strong|oak|oak,,,,,,,
1943,smell|scents,metal flowers|their,,,,,Kara,,,
1944,fetid|fetid,water,fetid|fetid,,,,,,,
1945,smell,grass and water|fresh dirt|from several patches of colorful flowers,sweet,,,,She,,,
1946,smell|intoxicating|intoxicating,of|combination of ripe fruit|deep rivers|rich layers of Earth,intoxicating|intoxicating|so very Lena,,,The chambers,,,,that it takes everything in Kara ' s power not to crumble at her feet
1947,aroma,of|of a|a mellow|mellow medium|medium brew|brew,heavenly,,of|of a|a mellow|mellow medium|medium brew|brew,,She|her,,,
1948,scent,of cinnamon and sugar,,,,,she,,,
1949,smells,several churros|an extra bag of something else,equally as inviting,,,,,,,
1950,It|smell|stench,of fear,,,,,she|her,,,makes her laugh under her breath
1951,aroma,The flowers,distinctly citrus,,,,,,,
1952,scents,,fruity floral|so strong,,,,you|you,,,you|you can taste them
1953,reeks,He,,,of,,,,,
1954,smell,of his wine - laden breath,the staleness,,,,She,,,
1955,scents,of sea salt|cedarwood|all things Lena,,,,,,,,
1956,,,,,,,,,,
1957,smelled,of cinnamon|cloves|stormy nights,,,,,I,,,
1958,smell,,stronger,,,,,,,
1959,scent,,comforting,,,,,,,I relaxed fully .
1960,scent,of honeysuckle|of her skin|hair,,,,,he|his,,,
1961,smelled,She,,,like honeysuckle and roses|the fresh green grass of spring,,,,,
1962,smell|scents,,enticing,,,from the kitchens,I,as we neared,,
1963,scent|scent,of the cleaning supplies|of Hades ' cologne,citrus|strongest,,,here,,,,reminded me once again how happy I was to be home
1964,scent,the|the,deliciously warm,the|the silk,,,,,,
1965,scent,Cinnamon|cloves|of the earth,indescribably enchanting,,,,my,,after a night storm,
1966,smelled,He,,,like autumn and winter,,,,,
1967,smell|scent,of coffee|Hades ',signature spicy,,,,I,,,
1968,sniffing,Cerberus,,,,through the room|every corner,,,,
1969,perfume,Rose|gardenia|freesia|jasmine,,,,,,,,that stunned even me
1970,scent,of him,,,,,I|me,,,
1971,scent,,warm|spicy,,,,I,,,
1972,smell,the petrichor of the earth,,,,,,,,
1973,smell,of grapes,,,,,,,,
1974,breath|breath stinks,His breath|breath,,,like metal,,,,,
1975,smell,fear,,,,,They,,,
1976,scent,of incense,faint,The room|in the air,,,,,,
1977,smell,the anxiety,,,,,I,,,
1978,,,,,,,,,,
1979,,,,,,,,,,
1980,smelled,with notes of sweat|skunky alcohol|takeout,slightly acrid,It,,,,,,
1981,smell,semen,,,,,Achilles|he,,,
1982,smells,it,,,like sex,in here,,,,
1983,smelled,of lemon oil|bleach,,,,the House,,,,
1984,smelled,It '|it,,,like patchouli,,,,,
1985,,,,,,,,,,
1986,,,,,,,,,,
1987,,,,,,,,,,
1988,,,,,,,,,,
1989,,,,,,,,,,
1990,,,,,,,,,,
1991,,,,,,,,,,
1992,smelled,She,,,like oil paint and fresh flowers,,,,,
1993,,,,,,,,,,
1994,,,,,,,,,,
1995,,,,,,,,,,
1996,,,,,,,,,,
1997,reeked,she|of alcohol|Winston,,,,,,,,
1998,scent,of smoke,,,,the air - conditioned room,,,,
1999,perfume,alcohol,,,,,,,,
2000,,,,,,,,,,
2001,sniff,,,,,,,,,Patroclus just about chokes on his own silent giggles
2002,,,,,,,,,,
2003,smell,of flowers,,,,,She,,,
2004,smell,,little unfamiliar,,,,his|he,,,
2005,it|it|intoxicating|intoxicating,,intoxicating|intoxicating,,,,,,,
2006,it,,,,,,you,,,
2007,smelling,He,,,like alcohol and sweat,,,,,
2008,smelled,the hot chocolate,better,,,,He,,,
2009,smells,this,,,like hard work,,,,,
2010,smells|it,a fresh mint tea|which,amazing,,,,a few of my classmates,,,
2011,smelled,His suit,,,like alcohol,,,,,
2012,smelling,the leftovers from,,,,in the sink,her,,,
2013,smell,,alcohol,,,,,,,
2014,,,,,,,,,,
2015,,,,,,,,,,
2016,,,,,,,,,,
2017,,,,,,,,,,
2018,smell,presence,,,,,you,,,
2019,smell,You,that bad,,,,,,,
2020,,,,,,,,,,
2021,smell,bottles,awful,,,Downstairs,,,,and a couch was knocked onto its side
2022,smells,these herbs|it,amazing,,,here,,,,
