,Book,Smell_Word,Smell_Source,Quality,Odour_Carrier,Evoked_Odorant,Location,Perceiver,Time,Circumstances,Effect
1350,abc3732,scent|feel,of Hyacinthus ' skin,human|very real,,,,,,,
1351,abc3736,whiff,of wine,,,,,,,,
1352,abc3736,smelled,he|insanity,,,like wine,,,,,
1353,abc3738,smell,,,in the air,,,,,,
1354,abc3752,scent,of charred flesh|charred wood,acrid,,,,Hector|Hector '|' s|s,,,Hector|Hector '|' s|s eyes
1355,abc3769,perfume,,heady,from the glass,,,him,,,
1356,abc3776,scent,,very light almond,,,,I,,,
1357,abc3776,smell,of laurel,familiar,,,on Apollo ' s,me|me|I|I,,burnt,reminded me|me of|and for a moment I|I felt deeply saddened
1358,abc3776,scented|scented,wine,scented|scented,,,,,,,
1359,abc3784,smelled,Holy Fire,,,,,I|I,,,
1360,abc3787,smelled|smelled,Her skin|of|of|her hair|it,,,of|of ambrosia|like Cupid,,,now,,
1361,abc3796,smell,Psyche,,,,,,,,
1362,abc3802,perfumed|scent,its,beguiling|beguiling,,,,him,for|for,for|for this occasion,beguiling|beguiling .
1363,abc3804,scent,of his lover,ever - lasting,,,,He,,,
1364,abc3817,sniff,,,,,,he,,,
1365,abc3818,smelled,Its vapor,,,of smoke and flowers,,,,,
1366,abc3830,scent|smell,of what|wetness,the faintest,,,,Ganymede|his,,while walking through an unrelenting autumn storm|during and after a rain|wet and green,
1367,abc3830,scent,,,,,,Mehmed|it,,,near vibrating with the need to
1368,abc3831,perfume|scent,Peter ' s|Peter,even more intoxicating|sweet,,,,he|his,,,"Tony found himself mouthing|with hungry , helpless groans"
1369,abc3831,scent|nostrils,of flowers,,,,,Tony ' s,,,
1370,abc3842,scent,Enjolras,,by the ocean air,,,,,,
1371,abc3842,smell,non - salty|Enjolras '|coffee|mint|home,,,,,,,,
1372,abc3845,nose|smelled,burning flesh|boiling fat,,,,,Ganymede|his|he,,,
1373,abc3845,smelled|smell,It,,,like a pig roasting,,,,,
1374,abc3845,smell|fragrance,of Hestia ' s oil|a|of nectar,fresh,the air,,,he,,,
1375,abc3845,scent,deep -,,,,,Apollo,,,
1376,abc3845,Sniffing,,softly,,,,,,,
1377,abc3852,scent,of the sea,unmistakably fragrant,,,,,,,
1378,abc3852,smell,of Olympus,cool,,,,she,,,
1379,abc3852,scent,my,,,,,,,,
1380,abc3853,smells,of human flesh,,,,,Ares|he,,,
1381,abc3866,breath|scent,Bucky|his,intoxicating,,,,,,,
1382,abc3872,smell,his brothers,,,,,He|he,,,
1383,abc3886,scent,of seaweeds,,,,,his,,,
1384,abc3892,tang|savour,musk,slight bitter,,,,I,,,
1385,abc3904,smelling|smelling,,sweet - smelling|smelling,,,privacy of Alexander ' s rooms,,,,
1386,abc3906,scented|scented,mist,sea|scented|scented,,,,,,,
1387,abc3911,shimmer,of olive oil,viscous,,,,,,,
1388,abc3911,scent,of flowers|her body,,,,,,,,
1389,abc3912,scented,with juniper,,,,the shallow pools,,,,
1390,abc3918,scent,Ganymede,sweet nectar,,,,,,,
1391,abc3920,smell,"of large , long - horned cattle",,,,,Hektor|Paris,,,
1392,abc3920,It,,,,,,,,,tickled Paris ' throat and lungs|made him want to laugh .
1393,abc3926,reeks,something,,,,the room,,,,
1394,abc3926,smell|reek,her|of corpse and wrongness,,,,,Helios,,,
1395,abc3927,scent,of blood,,,,,His|him,,,
1396,abc3927,scent,,,it,,,,,,
1397,abc3945,smells,That|Lavender|lemon soap,nice,,,,,,,
1398,abc3950,stench,of unwashed body,,,,,,,,
1399,abc3955,reeks,Poseidon|of it,,,,,,,,
1400,abc3970,scented|scented garlands,,scented|scented,,,,the cowherds of his homeland,,,
1401,abc3971,scent,vanilla,,,,,Hestia,,,
1402,abc3971,smelling|smelling,,sweet - smelling|smelling,air,,,,,,
1403,abc3971,smelled,Hyacinthus|nothing but warm skin,,the crook,,,,,,
1404,abc3971,scent,of the bees|of the blooming roses,,,,,,,,
1405,abc3971,smelled,Zeus '|it,,the room,"like nothing but clean , sun - warmed air",,,,,
1406,abc3971,scent,,,,of burying her nose in Eros ' curls,,,,,
1407,abc3971,smelled,of wet rock|algae,,,,,,,,
1408,abc3971,scent,of rain,,,,suffusing Zeus ' rooms,he,,,
1409,abc3971,smelling|smelling,of something whitish|from its flowers,honey|smelling|smelling,,,,He,,with the barest brush of the negligent breeze,' s eyes watered
1410,abc3971,smelling|smelling|breath,,sweet|sweet|smelling|smelling,,,,,,,help the shudder of relief
1411,abc3971,smelling|smelling,,sweet|smelling|smelling,,,,,,,
1412,abc3971,scented|scented|smelling|smelling,rain|wheat,scented|scented|smelling|smelling,,,,,,,
1413,abc3971,scent,Zeus ',rich|promising,,,,he,,,it
1414,abc3972,smelled,He|of salt - water,,,,,,,,
1415,abc3996,taste,but Ganymede,,,,,,,,
1416,abc1006,smell,of patricide,,,,,him,,,
1417,abc1009,perfumes|scent,of her,intoxicating,,,,,,,
1418,abc1009,scented|scented,grass -|skin,scented|scented,,,,,,,
1419,abc1027,smell,of smoke,stronger,,,in the temple,,,,
1420,abc1031,smell,,really cool super sensitive,,,,,,,
1421,abc1031,sniffing|scent,of something,,,,,he|his,,,
1422,abc1031,scent,of them,clean|blossoming,,,,,,,
1423,abc1031,scent,Harry ' s|his,intoxicating,,,,,,,
1424,abc1031,smells,of marijuana|paint,,,,the living room,Louis,,,
1425,abc1031,scent,,comforting|earthy|wonderfully homey,,,,Louis|his,,,
1426,abc1031,inhaling|scent|smelling,Harry ' s|it,,,like earth,,Louis|he,,after a night ' s rain,
1427,abc1031,smell|perfume,of sweat|alcohol,,,,,,,,
1428,abc1031,smell,of his skin,intoxicating,,,,,,,
1429,abc1031,reeks,of alcohol,,,,,,,,
1430,abc1031,scent,of Harry ' s skin,earthy,,,,,,,
1431,abc1031,scent,it|it,lovely,,,,,,,that always makes Louis feel safe
1432,abc1031,scent,his,earthy|calm,,,,Louis,,,he feels endlessly content
1433,abc1031,scent,Harry ' s,earthy,,,,,,,
1434,abc1031,smells,It,,,like rain and soil and cold,,,,,s calming him down
1435,abc1033,smell,Sarpedon|that,right,,,,,,,
1436,abc1040,scent,its|its,dirty|steaming,,,,,,,
1437,abc1040,scent,of exhaustion,sour,,,,,,,buffeting Ares
1438,abc1040,smelled,Ares,faintly,,of honey and willow,,,,,
1439,abc1040,scent,of lavender and orange blossom,bursting,,,,,,,that dizzied and delighted him
1440,abc1040,scent,scarlet,,,,in the kitchen,,,,
1441,abc1040,smell,of fresh linen|his own guava shampoo,,into the pillow,,,He,,,
1442,abc1040,scent,of paper|Dad ' s cheap|tacky shower products,,,,,him,,,
1443,abc1040,sniff,some steam,,,,,,,,
1444,abc1040,scent,The wine|pepper|metallic|metallic,metallic|metallic,,,in|in,in|in Eros ' throat,,,
1445,abc1040,scent,of chilli|of tortilla chips snapping,piquant|staccato,,,,He,,,
1446,abc1040,smell,of fabric softener and ice cream,comforting,,,,,,,
1447,abc1040,scent,"of leather and beeswax|heady , herbal rubs",familiar|dizzying|comforting,,,,Ares,,,
1448,abc1040,scent,her,,,,,,,,
1449,abc1040,scent,its|its,comforting,,,its|its,,,,
1450,abc1040,scent,her,,,,,,,,
1451,abc1040,scent,her,,,,,,,,over her pounding pussy
1452,abc1040,scent,of pancake batter,delicious,in his navy,,the kitchen,he,,,
1453,abc1040,smell,It,comforting,,,,,,,it jabbed him with guilt
1454,abc1040,smell,batter,sweet,,,,,,,
1455,abc1040,smelled,those pancakes,good,,,,,,,
1456,abc1040,scent|scents,of the orchard,,,,,,,,
1457,abc1040,reek,of disinfectant,sickening,,,in the sealed space,,,,
1458,abc1049,stench,of sweat and sex,vague,The|The room|room,,The|The room|room|the room,,,,
1459,abc1053,smell,you,nice,,,,,,,
1460,abc1053,smell,you,nice,,,,,,,
1461,abc1053,reek,you|of Aphrodite ' s unfaithful quim,,,,,,,,
1462,abc1053,smells,the|something burning,,,,,She,,,
1463,abc1053,smells,It,so wonderful,,,here,,,,
1464,abc1073,fragrant|fragrant,,fragrant|fragrant,,,,,,,ignite the columns
1465,abc1073,scent|smell,of damp earth|of wolf fur|of old blood,,,,,,,,
1466,abc1073,scent,of heated metal and charred bones|with|glory,,The air,,,,,,
1467,abc1073,scent|scented,,perfect,in the wind,like lavender,,,,,
1468,abc1087,scent,of Dream,,,,,he,,,
1469,abc1088,aroma,Hyacinths|their,sweet,in the breeze|into the air,,,,,,
1470,abc1088,aroma,steam|burning pine|its,pleasing,,,the room,,,,
1471,abc1088,stench,of death,heavy,,,,,,,singing dreadfully
1472,abc1107,smell,wildmutt ',,,,,,,,
1473,abc1116,smell,of Harry ' s piss,,,,,,,,
1474,abc1116,fragrant|fragrant,body,fragrant|fragrant,,,,,,,
1475,abc1127,stench,of the sick and dying,,,,through the dark corridors of the now mostly empty castle,him,these days,,
1476,abc1127,smell,,,,,,,,,bypassed his stomach|wrapped straight around his head|making him dizzy
1477,abc1127,scent,of her hair,sweet,,,,,,as she leaned against,rush of warmth that spread through him
1478,abc1138,scent,her,characteristic jasmine,,,,He,,,
1479,abc1140,smell,,masculine,,,surrounding the room,I|I|I,,,I|I let out a small breathy moan
1480,abc1145,scent,smoke,,,,,his,in the dark,,
1481,abc1150,reeking,of blood|other|unmentionable things,,,,,he,,,
1482,abc1150,scents,Hephaestus,,,,,he,,,
1483,abc1163,smelling,the air,,,,,It,,,
1484,abc1163,Smells,,,,,on,he|he,,,
1485,abc1163,smell,of Death|him,stronger,,,,,,,
1486,abc1163,stench,,,,,,He|him,,,
1487,abc1163,smelled|smell,sunshine|sunshine,,,,,He|one,,,
1488,abc1164,smell,of cabbages,,,,,Achilles|he,,,
1489,abc1164,smell,he,,,like cabbages,,,,when Patroclus sat in the backseat of the car,
1490,abc1164,smelled,he,,,like cabbages,,He|Patroclus,,,
1491,abc1164,smell,the gardenias,,in his clothes,,,He,,,
1492,abc1164,scent,his|Patroclus ' s,,,,on the bed,he,,,
1493,abc1167,scent,of dead flesh,,a boat,,,,,,
1494,abc1169,scent,of the ocean,slightest,,,,,,,
1495,abc1169,scent,of a human,,in the air,,,,,,
1496,abc1173,scent,of flowers and drops of the river,sweet syrupy,,,,Apollo,,,
1497,abc1174,scent,of freshly planted wheat,,,,,they,,,
1498,abc1182,scent,her ember,,,,,,,,
1499,abc1182,scented,of mercury|lead|of emerald and ruby,,,,,,,,
1500,abc1182,putrid|putrid,,putrid|putrid,,,,,,,
1501,abc1182,stinking|stinking,Cronus|gut,stinking|stinking,,,,,,,
1502,abc1198,scent,,fragrant|sweet,,,,Paris,,the,
1503,abc1198,scent,from Queen,brief|heady|dark,,,,,,,
1504,abc1198,scents,their,,with the gentle late spring breeze|slight wind,,,,,,
1505,abc1198,scent,of honey and musk,heady|dark,,,in the hall,his,,,
1506,abc1198,scent|scent,sun|dry grass,much more gentle|warm,,,,,,,left Paris nearly lightheaded
1507,abc1198,scents,Helen,mingled,,,,,,,Was almost smacked full in the face|which scattered the threatening surge of homesickness for a home he hadn ' t even left
1508,abc1198,scents,,intoxicating,,,,,,,
1509,abc1198,smelled|scent,It|her beta ' s,,,of,,,,,
1510,abc1198,scent|nose|scent,Helen ' s|her|her,,the breeze,,,him,,,
1511,abc1198,scents,Menelaos|their,,,,his cottage on Mount Ida|from a,he,,,
1512,abc1198,scent,Menelaos '|grass,warm,,,,,,,
1513,abc1198,scent,his,comforting gentleness,,,,,,,
1514,abc1198,scents,,,,,,he,,,
1515,abc1198,smell,You,so good,,,,,,,
1516,abc1198,scent,,alluring,,,,to him,,,making Alexander want
1517,abc1198,nose|smelling|scent,Alexander ' s curls|of lavender,natural,,,,Menelaos|his|his|his,,,
1518,abc1198,scent,her,heavy,,,,,,,
1519,abc1198,scent,of sun - warmed pine sap|wildflowers,,,,,his,,,
1520,abc1198,scent,,own,them,,,his,,,
1521,abc1198,scents,,mingled,,,,,,,
1522,abc1198,scent,her,rut|thick,,,,,,,Suppressing both the
1523,abc1198,scent,Menelaos|Alexander|his,sweet|nearly wild|omega,,,,,,,
1524,abc1198,scent,her,,,,,his,,,
1525,abc1198,scent,Helen ' s honey -,dark,,,,,,,
1526,abc1198,scent,Helen ' s,,,,,,,,
1527,abc1198,scent,,other,,,,him,,,
1528,abc1198,scents,their,,,,,,,,
1529,abc1198,scent,Helen ' s,thick|sweet,,,,,,,
1530,abc1198,scents,their|Menelaos,heavy,in the air,,,Paris,,,
1531,abc1198,scent,Helen ' s,,,,the room,,,,in a new wave of dark arousal
1532,abc1198,scent,,thick,,,,he|he|he,,,he|he nearly reared back
1533,abc1198,scent,his,,,,,,,,
1534,abc1198,scent,omega,thickened,,,,his,,,
1535,abc1198,smelling|scent,the very willing omega|happy desire,,,,,,,,
1536,abc1198,scent,of Alexander ' s heat,,,,,Menelaos,,,could no longer hold himself back
1537,abc1198,scent|scent,Menelaos ',weaker beta|alpha,,,,he,,especially when she wasn ' t present,
1538,abc1198,scent,of Alexander ' s heat,heady|thickened,the air,,,,,,
1539,abc1198,scent,of sun - warmed pine sap|flowers,,,,,,,,
1540,abc1199,sniffing,,quietly,,,,,,,
1541,abc1199,smell,,overpowering,,,,,,,
1542,abc1199,smell|smell,him,,,,,I|I,,,
1543,abc1205,scents,,new,,,,Patroclus,,,
1544,abc1205,smells,,,,,of the,He,,,
1545,abc1205,smells,of coal and wheat,dusty,,,,Patroclus|him,,,
1546,abc1205,smell|smell,pine needle|needle|of Achilles .,dusty|earthy|needle|needle,,,of the cabin,he,For,,
1547,abc1205,smelling,his sheets,,,like Achilles ' semen,,He|Chiron,,,
1548,abc1208,smell|scent,of Zeus ' semen,so intense,on her Girdle,,,Aphrodite,,when she wore it,
1549,abc1210,scent,,distinctive musky,,,,,,,
1550,abc1210,smell,,,,,,I,,,
1551,abc1210,smell,,greeting,,,,,,,
1552,abc1210,smell,him,,,,,I,,,
1553,abc1212,scent,of dogwood flowers and sweat and leather,familiar,,,,he,,,and a tear nearly slipped from his eye
1554,abc1218,breath stinking|stinking,of|of,stinking|stinking,,of|of wine,,,,,
1555,abc1236,smell,of sweetgrass,,,,,,,,
1556,abc1239,scented,him,,,,,he,,,
1557,abc1239,fuzziness|fuzziness,,strange|strange,,,,,,,shake off the strange|strange fuzziness|fuzziness that he was suddenly feeling
1558,abc1239,perfume,she,,,,,,,,
1559,abc1239,smell,she,,,,,,,,
1560,abc1239,stink|stink,Melissa,stink|stink,,,,,,,
1561,abc1239,sniffing,at,,,,,Scott,,,
1562,abc1239,smell,blood|Stiles,,,,,I,,,
1563,abc1239,scent,Kali|the,,,,,,,,
1564,abc1239,sniffing,,,,,around the school computers,,,,
1565,abc1239,stink,Boyd|Scott|eye,such,,,,,,,that
1566,abc1239,stench,of emotional trauma|the,,,,,,,,
1567,abc1239,scent,of Stiles,,,,,he,,,
1568,abc1239,sniffing,,,,,,,these,,
1569,abc1239,stink,,so potent,,,,,,,
1570,abc1258,smelled,,burned,the air,,all around,,,,
1571,abc1258,scented|scented,Myrtle blossoms,flora|scented|scented,,,,,,,
1572,abc1272,scent,of olive oil|cedar,lingering,,,,,even after rain,,
1573,abc1276,smell,of wet earth,fresh,,,,to,,,
1574,abc1284,scent,of cypress trees|of pomegranates,,The wind,,,,,,
1575,abc1284,scent,her,sweet,,,,,,,
1576,abc1284,smelled,she|of pomegranates,,,,,to him,,,
1577,abc1292,scent,of death,,,,,they|they|him,,,
1578,abc1298,aroma,two steaming mugs of|of chocolate|a pomegranate,enticing,into the air,,,,,,
1579,abc1300,scent,of her bushes|of,,,,,,,,
1580,abc1304,scent,of salt,,,,,,,,
1581,abc1305,smell,the musk of his exertion,,,,,I,Tonight,mingling,
1582,abc1309,perfume,rose petals,,,,,,,,
1583,abc1309,smelled,He,so nice,,,,,,,
1584,abc1309,smell,the saltine|saltine air,saltine|saltine,,,,,,,
1585,abc1309,smell,,putrid,,,,He|him|he,,,
1586,abc1318,smelling|smelling,,sweet|smelling|smelling,,,around the glowing,,,,
1587,abc1318,scents,,enticing,,,,,,,
1588,abc1318,smell,the,,,,,him,,,
1589,abc1318,smell,This place,,,like Arcadia,,him,,,
1590,abc1318,smell,of frying fish|cooking meat,similar,,,,,last|this morning,,
1591,abc1318,smell,animal,,,,,his,,,
1592,abc1318,smell,,,,,,,,,made Ganymede feel better
1593,abc1318,scent|smell,of darkness|rotten swamp,musty,Black mist,,,him,,,
1594,abc1318,whiff,of green oak leaves,,,,,,,,
1595,abc1318,smell,of nectar and sunlight,,,,,,,,
1596,abc1320,smell|perfumes,flowers|she,many,,,,Zeus,now|that morning,,
1597,abc1324,inhaling|scent,of her hair,,by the wind,,,,,,
1598,abc1325,scent,,heady|cloying,,,,Pentheus ',,,"invades his throat|it warms , pooling in his belly"
1599,abc1325,smell,his,intoxicating,,,,,,,
1600,abc1325,scent,the stranger ' s,cloying,the|the,,the|the room,,,,"warmth spreads through Pentheus again , a momentary fever ."
1601,abc1331,breath smells,my|my,,,,,,,,
1602,abc1338,scent,her,,,,,,,,
1603,abc1341,aroma,,,,,from the inside,,,,smack him silly
1604,abc1341,scented|scented,jasmine|jasmine,jasmine|jasmine|scented|scented,,,,,,,to calm him down and relieve some of his stress
1605,abc1345,scent,of leather,,,,,,,,
1606,abc1354,smelled,Jasper|he,,,like cloves,,,,,
1607,abc1360,sniffing,,,the air,,,,,,
1608,abc1381,putrid|putrid,,putrid|putrid,,,,,,,
1609,abc1381,scent,Apollo|of laurel leaves,,,,,,,,
1610,abc1381,scent,her,,,,,He,,,to calm himself
1611,abc1381,scent,of laurel|frankincense,,,,,He,,,
1612,abc1386,noisome|noisome,flies,noisome|noisome,,,,,,,
1613,abc1392,smell,his blood|of it,,,,,,,,
1614,abc1398,breathed|scent,his,,,,,,,,
1615,abc1401,breathed|scents|nose,,,,,,they,,,
1616,abc1406,smell,a rose,sweet,,,,,,,
1617,abc1406,smelling,,fresh,linen,,,,,,
1618,abc1407,scents,,the freshest,,,,him,,,
1619,abc1413,smell,presence,,,,,you,,,
1620,abc1413,smell,You,that bad,,,,,,,
1621,abc1416,smell,something,cuddlesome|pleasant,,,,Genma|he|him|he|he|he,,,he|he|to feel the first twinges of panic
1622,abc1416,scent,a Lemon,,,,,I,,,
1623,abc1420,smells,Darcy,divine,,,on the stove,,,,
1624,abc1421,scent,of ambrosia,sweet,,,,her,,,
1625,abc1431,smelled,Hyacinthus|it,sweet,,like freshly harvested honey,,,,,
1626,abc1434,smell,',,the blankets of the|on them,,,He,,,
1627,abc1436,smells,him|he,,,like mothballs and tobacco,,Achilles,,,
1628,abc1436,smell,you,,,like laundry detergent,,,,,
1629,abc1436,smells,She,clean,,,,,,,
1630,abc1440,smell,of vodka sauce|garlic bread,,,,In the kitchen|down the hallway,,,,
1631,abc1441,smelled,of|' s body,,the damp pillow,,,,,,
1632,abc1441,smelled,salt|musk|something,,,"that|of rot and messy , teeming life",,He,,,
1633,abc1455,smelled|smells,of|horse and donkey,familiar cattle,,,Those stables,his|Paris,,,
1634,abc1455,smelled,thick|soft curls|of something,comfortingly|ridiculously,,,,,,,
1635,abc1458,scent,of spring she,crisp - edged,,,,He|his,,,
1636,abc1461,smell,of cherry,,,,,his senses,,,
1637,abc1464,scent,of foliage|fresh air|of the stream,,,,,he,,,lulling him into tranquility
1638,abc1470,reeks,of death,"another , slower kind",the,,,,,,
1639,abc1471,scents,flowers,very real earth,,,in his nightmare lair,,,,
1640,abc1473,reeking,Zeus|of,,,,,,,,
1641,abc1474,smell,the sea,,,,,he|him,,,
1642,abc1480,scent|smell,,soft|golden|subtle,,,,he,,when he pulled Ganymede to himself,
1643,abc1480,smelled|scents,It,bit green,,as if it had rained,"to the balcony|from both the nearby garden|the northern , terraced garden beyond",,,,
1644,abc1480,scent,of Zeus,sweetly - charged,,,,,,,
1645,abc1521,smelling,of warm wood,,,of spring,,he,,,
1646,abc1521,smell,her|himself,,,,,him|he,,,
1647,abc1525,smells,He|him,amazing,,,,,,,
1648,abc1525,reeks,he|of|of death,,,of|of,,,,,
1649,abc1525,scent,of her arousal,sweet heady,,,,,,,
1650,abc1530,scent,,,,,,his|his,,,his|his palate of that
1651,abc1531,smell,of it,,,,,his,,,
1652,abc1533,scent,of the narcissus,,,,,,,,
1653,abc1539,scents,,faint|pleasant,,,the two floors of the building|the rooms and corridors,Hermes|he,,,
1654,abc1545,scent,,,,,,Apollo ' s,,,
1655,abc1545,scent,,soft apple,,,The house,,,,that made things a lot cozier for
1656,abc1545,scent|smell,of the house,,,,,He|he,that morning,,
1657,abc1545,scent,toxic|toxic,toxic|toxic woody,,,,his,,,
1658,abc1545,smell,of the other male,,,,,He|he,,,
1659,abc1552,smelled|sweetness,of grass,richly|shifting|ephemeral,The air,that,,,,,
1660,abc1552,smell,"of those dark , flowing locks",sharply fresh|rainy,,,,he,,,
1661,abc1559,smell,him,,,,,She,,,
1662,abc1561,smell|nose,Hermes|of roses|petals,,,,,she,,,
1663,abc1564,scent,his|his,,,,,his|his,,,
1664,abc1570,scent,of warm bread,,the air,,,,,,
1665,abc1600,sniff|scent,,delightful,the,,,,,,
1666,abc1600,smells,he,amazing,,,,,,,
1667,abc1606,scent,of the cows,,,,,,,in season,
1668,abc1606,scent,of the cow,,,,,he,,,
1669,abc1611,perfume,flowers,,,like,,,,,
1670,abc1612,smell,of food,,,,,him|him,at that instant,,woke him|him up|his stomach growled
1671,abc1612,smell,,,,,,He|he,,,
1672,abc1616,stinking|stinking,Zeus ' semen,stinking|stinking,,,up her,,,,
1673,abc1618,smelled,of|him,,,,,me,,,
1674,abc1629,stinking|stinking,water,stinking|stinking,,,,He,,,
1675,abc1641,scent,,fresh|bitter,,,,He|her|him,,,
1676,abc1659,scents|smell,of death,undefinable|chilling,,,,,,,
1677,abc1660,smell,,strong,,,,,,,to wake Ariadne up
